pathway	external_id	source	hgnc_symbol_ids
Leading Strand Synthesis	R-HSA-69109	Reactome	PCNA,POLA2,POLA1,RFC5,RFC4,RFC1,RFC3,RFC2,POLD1,POLD2,POLD3,POLD4,PRIM2,PRIM1
PRPP biosynthesis	PWY0-662	HumanCyc	PRPS1L1,PRPS2,PRPS1
Toll Like Receptor 9 (TLR9) Cascade	R-HSA-168138	Reactome	PPP2R1A,PPP2R1B,FBXW11,FUS,NFKBIB,DUSP6,NFKBIA,IRAK4,MAP3K7,MAP2K3,MAP2K1,RIPK2,MAPK10,IKBKG,MAP2K4,MAPKAPK3,MAPKAPK2,MAPK14,PELI2,MAP3K8,PIK3C3,PELI1,PELI3,SKP1,MAP3K1,JUN,PEDS1,MAPK9,MAPK3,MAPK1,NOD1,MAPK7,IKBKB,NOD2,IRAK2,NFKB1,RELA,IRAK1,CUL1,DUSP3,PEDS1-UBE2V1,RPS27A,TRAF6,FOS,MAP2K6,NFKB2,MAPK8,CHUK,CREB1,TNIP2,RPS6KA3,MAPK11,DUSP4,UBE2V1,PIK3R4,DUSP7,BTRC,RPS6KA1,RPS6KA2,MYD88,IRF7,RPS6KA5,UBE2N,TAB3,TAB2,TAB1,PPP2CB,MEF2A,MEF2C,PPP2CA,UBA52,ELK1,TLR7,UBB,UBC,PPP2R5D,MAP2K7,TLR9,ATF1,ATF2
creatine-phosphate biosynthesis	PWY-6158	HumanCyc	CKMT2,CKM,CKMT1A,CKMT1B,CKB
Butanoate metabolism	Butanoate metabolism	EHMN	ACADS,SLC16A7,SLC25A10,ECHS1,ACSM1,BDH2,HADHA,HMGCS2,AADAT,SLC13A2,SLC13A3,ALDH7A1,ALDH1B1,EHHADH,BDH1,DBI,SLC16A1,SLC16A3,ALDH2,HADHB,OXCT1,OXCT2,ECHDC2
Threonine catabolism	R-HSA-8849175	Reactome	GCAT,TDH,SDSL,RIDA,SDS
ROBO receptors bind AKAP5	R-HSA-9010642	Reactome	AKAP5,PRKCA,ROBO3,ROBO2,PRKAR2A,PRKACG,PRKACA,PRKACB,PPP3CB
Signaling by ROBO receptors	R-HSA-376176	Reactome	EVL,ISL1,ENAH,RPS27A,SRGAP1,SRGAP3,SRGAP2,PRKAR2A,SOS1,ABL1,ABL2,NELL2,PPP3CB,LHX2,CXCL12,LHX4,LHX9,DCC,CAP1,CAP2,VASP,SLIT3,UBA52,SLIT1,CXCR4,MYO9B,CLASP2,CLASP1,RAC1,PRKCA,SLIT2,MSI1,UBC,PAK5,GPC1,FLRT3,LDB1,DAG1,ARHGAP39,RHOA,USP33,NRP1,SOS2,AKAP5,NCK1,NCK2,ROBO1,NTN1,ROBO3,ROBO2,COL4A5,LHX3,PFN1,PRKACG,PRKACA,HOXA2,UBB,PRKACB,PAK4,PFN2,PAK6,PAK3,PAK1,PAK2,CDC42
Galactose metabolism	Galactose metabolism	EHMN	GANAB,LALBA,GLA,SLC2A14,SLC2A12,SLC2A11,SLC2A10,SLC5A1,SLC5A2,GLB1,SLC5A9,MGAM,SLC2A1,PFKM,PFKP,SLC5A12,SLC5A10,PFKL,COPG2,SLC35A2,COPG1,B4GALT1,B4GALT3,B4GALT2,B4GALT4,GAA,COPA,COPE,SLC35A3,AKR1B1,LCT,SLC2A9,SLC2A8,SLC2A7,SLC2A6,SLC2A4,SLC2A3,SLC2A2,ARCN1,SLC35B4,GLB1L,COPB1,SLC35D2,COPB2
rna polymerase iii transcription	rnapol3pathway	BioCarta	NR3C1,BDP1,GTF3C3,GTF3C1,GTF3C5,GTF3C4,BRF1
UTP and CTP dephosphorylation II	PWY-7177	HumanCyc	ENTPD1,CANT1,CTPS1,CTPS2
Cholesterol biosynthesis via desmosterol	R-HSA-6807047	Reactome	SC5D,DHCR7,EBP,DHCR24
adenine and adenosine salvage I	P121-PWY	HumanCyc	APRT
TCA cycle	PWY66-398	HumanCyc	IDH3A,OGDH,IDH3B,IDH3G,DLD,DLST,SUCLA2,ACO1,SDHB,SUCLG2,CS,SUCLG1,MDH2,MDH1,SDHA,SDHC,ACO2,SDHD,FH
superpathway of conversion of glucose to acetyl CoA and entry into the TCA cycle	PWY66-407	HumanCyc	CS,MDH1,BPGM,GAPDH,ACO1,TPI1,PGAM2,MDH2,DLAT,PGAM1,FH,ALDOB,IDH3A,PKLR,OGDH,IDH3B,IDH3G,PFKP,PFKM,PFKL,PDHB,PGK2,PKM,PGK1,PDHA2,PDHA1,GPI,DLD,HK2,HK3,GCK,HK1,GAPDHS,SUCLG2,ENO1,ENO2,SUCLG1,ALDOA,ALDOC,ACO2,DLST,SUCLA2,ENO3,SDHA,SDHC,SDHB,SDHD
Synthesis of PC	R-HSA-1483191	Reactome	STARD10,CPT1B,BCHE,CHAT,ABHD3,CHKA,CHKB,LPIN2,LPIN3,LPIN1,MFSD2A,CHPT1,PHOSPHO1,LPCAT1,SLC44A1,SLC44A2,SLC44A3,SLC44A4,SLC44A5,ACHE,CSNK2A3,CSNK2A2,CSNK2A1,PCYT1A,PCYT1B,PEMT,CEPT1,CSNK2B,STARD7
Cytoprotection by HMOX1	R-HSA-9707564	Reactome	MT-CO1,MT-CO2,MT-CO3,COX5A,COX5B,PTK6,ALB,BLVRB,RPS27A,CARM1,CYCS,HBB,MAFK,FABP1,TXNIP,COX6B1,HDAC3,ABCC1,NCOR2,NCOR1,NCOA2,NCOA1,SKP2,NLRP3,SKP1,CHD9,NFE2L2,BACH1,NCOA6,STAP2,FBXL17,SIN3B,CUL1,COX6C,CUL3,NDUFA4,COX8A,RXRA,PRKCD,COX4I1,TGS1,SMARCD3,HELZ2,PPARA,HBA1,STAT3,BLVRA,HBA2,COX6A1,HM13,COX7A2L,TBL1X,TBL1XR1,HMOX1,HMOX2,KEAP1,UBA52,MED1,UBB,UBC,RBX1,SIN3A,COX7B,COX7C,CREBBP
glutamate dependent acid resistance	PWY0-1305	HumanCyc	GLUL,GAD1,GAD2
superpathway of purine nucleotide salvage	PWY66-409	HumanCyc	ATP6V1D,RRM2B,ATP6V1A,AK7,NME1-NME2,ATP6V1H,MT-ATP6,AK5,RRM1,ADSL,AK4,ATP6V1B2,ATP6V1F,ATP5MGL,HPRT1,IMPDH1,IMPDH2,MT-ATP8,ATP5MG,ATP5MF,ATP6V0D1,DMAC2L,ATP6V0A1,ATP6V0B,ATP6V0C,AK2,ADSS1,ATP5F1D,ATP5ME,APRT,AK8,GUK1,NME2P1,ADA,ATP5F1B,ADK,GMPS,NME4,NME5,NME6,NME7,NME1,NME2,NME3,ATP5PD,PNP,AK1,ATP6V1E1,ATP5F1A,ATP5PB,ATP5F1C,AK3,ADSS2,ATP5F1EP2,ATP6V1G1,ATP5F1E,ATP6V0E1,ATP6V1C1,RRM2
IKK complex recruitment mediated by RIP1	R-HSA-937041	Reactome	RPS27A,UBE2D2,BIRC2,UBE2D1,RIPK1,IKBKG,TICAM1,TICAM2,PEDS1-UBE2V1,CD14,UBA52,TLR4,TRAF6,BIRC3,CHUK,UBE2D3,LY96,UBE2V1,IKBKB,UBE2N,PEDS1,UBB,UBC
Cholesterol biosynthesis	R-HSA-191273	Reactome	MSMO1,TM7SF2,NSDHL,IDI1,IDI2,DHCR7,SC5D,GGPS1,SQLE,LBR,ACAT2,LSS,CYP51A1,FDFT1,HSD17B7,HMGCS1,PLPP6,MVD,HMGCR,ARV1,MVK,DHCR24,FDPS,PMVK,EBP
Formation of RNA Pol II elongation complex 	R-HSA-112382	Reactome	GTF2F1,ELOA3BP,NCBP1,NCBP2,NELFB,ERCC2,NELFA,NELFE,ELOB,ELOC,ELOA,CCNT1,ELOA3DP,CCNT2,TCEA1P2,EAF1,SUPT5H,AFF4,MLLT1,MLLT3,ELOA3P,EAF2,GTF2H3,RTF1,WDR61,PAF1,SSRP1,ERCC3,ELL,SUPT16H,GTF2H2,GTF2H1,ELOA2,GTF2H4,IWS1,POLR2D,TCEA1,POLR2F,POLR2A,SUPT4H1,POLR2C,POLR2B,POLR2L,MNAT1,CTDP1,POLR2I,POLR2H,POLR2K,POLR2J,POLR2E,SUPT6H,NELFCD,GTF2F2,GTF2H5,CDC73,POLR2G,LEO1,CTR9,CDK7,CDK9,CCNH,CCNK
RNA Polymerase II Transcription Elongation	R-HSA-75955	Reactome	GTF2F1,ELOA3BP,NCBP1,NCBP2,NELFB,ERCC2,NELFA,NELFE,ELOB,ELOC,ELOA,CCNT1,ELOA3DP,CCNT2,TCEA1P2,EAF1,SUPT5H,AFF4,MLLT1,MLLT3,ELOA3P,EAF2,GTF2H3,RTF1,WDR61,PAF1,SSRP1,ERCC3,ELL,SUPT16H,GTF2H2,GTF2H1,ELOA2,GTF2H4,IWS1,POLR2D,TCEA1,POLR2F,POLR2A,SUPT4H1,POLR2C,POLR2B,POLR2L,MNAT1,CTDP1,POLR2I,POLR2H,POLR2K,POLR2J,POLR2E,SUPT6H,NELFCD,GTF2F2,GTF2H5,CDC73,POLR2G,LEO1,CTR9,CDK7,CDK9,CCNH,CCNK
acetyl-CoA biosynthesis from citrate	PWY-5172	HumanCyc	ACLY
PI and PC transport between ER and Golgi membranes	R-HSA-1483196	Reactome	PITPNB
Removal of the Flap Intermediate	R-HSA-69166	Reactome	PCNA,POLA2,POLA1,DNA2,FEN1,RPA1,RPA3,RPA2,POLD1,POLD2,POLD3,POLD4,PRIM2,PRIM1
Processive synthesis on the lagging strand	R-HSA-69183	Reactome	PCNA,POLA2,POLA1,DNA2,FEN1,RPA1,RPA3,RPA2,POLD1,POLD2,POLD3,POLD4,LIG1,PRIM2,PRIM1
Lagging Strand Synthesis	R-HSA-69186	Reactome	PCNA,POLA2,POLA1,DNA2,FEN1,RFC1,RFC5,RFC4,RPA1,RPA3,RPA2,POLD1,POLD2,POLD3,PRIM1,RFC3,PRIM2,POLD4,RFC2,LIG1
DNA strand elongation	R-HSA-69190	Reactome	POLA2,POLA1,RFC5,RFC4,RFC1,RFC3,RFC2,FEN1,DNA2,POLD1,POLD2,POLD3,PRIM1,LIG1,PRIM2,POLD4,PCNA,MCM7,MCM6,MCM5,MCM4,MCM3,MCM2,MCM8,GINS2,GINS3,GINS1,GINS4,RPA1,RPA3,RPA2,CDC45
Synthesis of DNA	R-HSA-69239	Reactome	POLA2,POLA1,ANAPC16,RFC4,RFC5,ANAPC11,CDC26P1,RPS27A,RFC1,RFC3,UBE2D1,POLE,FEN1,RPA1,CDC6,RFC2,DNA2,SKP2,CCNA1,CCNE2,CCNE1,CDT1,ANAPC10,POLD1,POLD2,POLD3,PRIM1,UBA52,PRIM2,POLD4,CUL1,LIG1,PCNA,GINS2,ORC5,ORC6,UBE2E1,ORC4,CCNA2,ORC2,ORC3,ORC1,MCM7,MCM6,MCM5,MCM4,MCM3,MCM2,ANAPC1,CDC16,ANAPC2,ANAPC5,ANAPC4,ANAPC7,MCM8,SKP1,GINS3,GINS1,GINS4,CDC27,CDC26,UBE2C,FZR1,CDC23,RPA3,RPA2,ANAPC15,CDK2,POLE4,POLE3,POLE2,UBB,UBC,CDC45,RBX1,UBE2S
S Phase	R-HSA-69242	Reactome	AKT1,AKT2,AKT3,ANAPC15,ANAPC16,ANAPC11,ANAPC10,PRIM1,LIG1,PRIM2,WEE1,CUL1,CCND1,FZR1,GSK3B,UBA52,UBB,UBC,RBX1,CCNH,CDKN1B,CDKN1A,RPS27A,PDS5A,UBE2D1,FEN1,CDC16,CCNE2,CCNE1,SMC1A,STAG2,CDC25B,CDC25A,STAG1,UBE2E1,ANAPC1,ANAPC2,ANAPC5,ANAPC4,ANAPC7,GINS2,GINS3,GINS1,GINS4,CDC27,CDC26,UBE2C,CDC23,POLE4,POLE3,POLE2,UBE2S,RFC5,RFC4,RFC1,RFC3,RFC2,POLE,CDC6,SKP2,SKP1,SMC3,CDT1,CKS1B,POLD1,POLD2,POLD3,POLD4,MNAT1,PDS5B,WAPL,CDK2,CDK4,CDK7,CDC45,POLA2,POLA1,PTK6,CDC26P1,DNA2,CCNA2,CCNA1,ESCO2,ESCO1,RB1,CDCA5,PCNA,RAD21,ORC6,ORC4,ORC5,ORC2,ORC3,ORC1,MCM7,MCM6,MCM5,MCM4,MCM3,MCM2,MCM8,RPA1,RPA3,RPA2
Degradation of cysteine and homocysteine	R-HSA-1614558	Reactome	CSAD,CDO1,TXN2,GOT2,MPST,SQOR,GADL1,ADO,TST,CTH,SUOX,ETHE1,SLC25A10
Amino acid transport across the plasma membrane	R-HSA-352230	Reactome	SLC6A6,SLC7A8,SLC7A9,SLC7A6,SLC7A7,SLC7A5,SLC7A2,SLC7A3,SLC7A1,SLC36A4,SLC36A2,SLC36A1,SLC6A19,SLC6A18,SLC16A10,SLC6A12,SLC6A15,SLC6A14,SLC38A5,SLC38A4,SLC38A1,SLC38A3,SLC38A2,SLC43A2,SLC43A1,SLC6A20,SLC3A2,SLC3A1,SLC7A10,SLC7A11,SLC1A4,SLC1A5
TRIF-mediated programmed cell death	R-HSA-2562578	Reactome	TICAM1,TICAM2,RIPK3,CASP8,RIPK1,CD14,TLR4,FADD,LY96
G2 Phase	R-HSA-68911	Reactome	CCNA2,CDK2,E2F3,E2F1,CCNA1
GPCR Dopamine D1like receptor	None	INOH	PPP2R1A,PPP2R1B,PPP2R3B,PPP2R3A,PRKAR2A,PRKAR2B,DRD1,CACNG8,GRIN2C,CACNB3,CACNB2,CACNB1,CACNA1C,CACNA1D,CACNA1F,CACNB4,PPP2R5B,GRIN1,CACNA1S,GNGT2,GNB3,GNB5,CREB1,PPP2R2B,PRKAR1A,PRKAR1B,CACNG1,CACNA2D1,ADCY5,PPP1CC,GNAS,DRD5,PPP2R2C,CACNG5,GRIN2B,PTPA,PRKACG,GRIN2A,PRKACA,CDK5,GRIN2D,PRKACB,PPP2R5D,PPP2R5E,CACNG2,CACNG3,CACNG4,PPP2R5A,CACNG6,PPP2R5C
Acetylation	R-HSA-156582	Reactome	NAT2,NAT1
Notch	None	INOH	MAML1,PSMD2,PSMD9,PSMD8,ITCH,DTX3,PSMD5,PSMD4,TLE1,PSMD6,PSMD1,PSMD3,TLE4,ADAM10,DTX1,PSMD13,PSMD7,ADAM17,PSENEN,NOTCH3,SKI,FURIN,APH1B,APH1A,RBPJ,MAML2,DTX2,PSMA3,PSEN2,PSEN1,NOTCH1,PSMB10,TLE3,PSMA1,PSMA6,PSMA7,PSMA4,PSMA5,JAG2,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,FBXW7,BTRC,CUL1,JAG1,PSMA2,DLL1,DLL3,DLL4,SKIL,NUMB,RFNG,EP300,TLE2,MAML3,LFNG,NOTCH4,MFNG,SKP1,PSMD11,PSMD10,NOTCH2,PSMD12,SPEN,NCSTN,PSMB1,PSMB9,PSMB8,PSMB7,PSMB6,PSMB5,PSMB4,PSMB3,PSMB2,CREBBP
WNT ligand biogenesis and trafficking	R-HSA-3238698	Reactome	SNX3,WNT3A,WLS,WNT10A,WNT10B,VPS29,WNT8A,WNT8B,WNT2B,WNT5B,VPS35,PORCN,VPS26A,WNT3,WNT2,WNT1,WNT6,WNT4,WNT9B,WNT9A,WNT16,WNT5A,WNT7A,WNT11,WNT7B
Transport of the SLBP independent Mature mRNA	R-HSA-159227	Reactome	EIF4E,NXF1,NCBP1,NCBP2,ALYREF
cardiolipin biosynthesis	PWY-5269	HumanCyc	CRLS1,PTPMT1,NDUFS3,PGS1
Classical antibody-mediated complement activation	R-HSA-173623	Reactome	IGLV2-8,IGLV4-3,IGKV5-2,IGLV5-45,IGHG4,IGHV3-11,IGHG1,IGHV3-13,IGHG3,IGKV1D-39,IGKV1-33,IGKV3-11,IGKC,IGLV1-36,IGKV1-39,IGHV3-7,IGHV3-9,IGLV11-55,IGLV10-54,IGHV2-70,IGHG2,IGKV1-5,IGLV1-40,IGLV3-21,IGLV3-22,IGLV1-44,C1QB,C1QA,IGLV3-27,IGKV3D-11,IGKV1-12,C1QC,IGKV1-16,IGKV1-17,IGLV3-25,IGLV6-57,IGKV1D-16,IGLV1-47,IGKV1D-33,IGLV7-46,IGLV7-43,IGLV1-51,IGHV1-2,IGKV3-15,IGHV4-39,IGHV4-34,IGHV7-81,IGKV3-20,IGHV3-48,IGKV2D-40,IGL,IGLV4-60,IGLV4-69,IGKV4-1,IGLC6,IGLC7,IGLC2,IGLC3,IGLV2-33,IGHV2-5,IGLV3-12,IGLV3-16,IGLV3-19,IGKV3D-20,IGHV1-46,IGLV8-61,IGHV4-59,IGKV2D-28,IGHV3-23,IGLV2-23,IGLV3-1,IGKV2D-30,IGLV2-11,IGHV3-33,IGLV2-14,IGHV3-30,IGKV2-28,IGKV2-29,IGLV2-18,IGKV1D-12,IGHV1-69,IGLV5-37,IGKV1D-42,IGKV2-30,IGHV3-53,C1S,C1R
Metabolism of ingested MeSeO2H into MeSeH	R-HSA-5263617	Reactome	TXNRD1
Organic anion transporters	R-HSA-428643	Reactome	SLC17A8,SLC17A5,SLC17A6,SLC17A7,SLC17A1,SLC25A22,SLC5A5,SLC25A18,SLC5A8,SLC25A10
Selenoamino acid metabolism	R-HSA-2408522	Reactome	GSR,MAT1A,RPL21P16,RARS1,RPL22,RPL22L1,RPS26,EEFSEC,RPS17,SCLY,RPL36AP37,RPL14,RPL15,RPL17,RPL10,RPL11,RPL12,RPL13,RPL18,RPL19,DARS1,RPL39L,UBA52,PSTK,RPS27L,RPL37A,RPL8,RPL9,RPL6,RPL7,RPL4,RPL5,RPL3,EPRS1,IARS1,RPL7A,RPL41,RPL10A,HNMT,TXNRD1,RPS4Y2,RPS28P7,RPL39P3,UBE2F,CBS,NNMT,RPSAP58,EEF1E1,INMT,RPLP2,RPLP1,RPLP0,RPL18A,RPL35A,RPS15A,RPS7,RPS6,RPS5,RPS10,RPS3,RPS2,RPL36AL,CTH,RPS9,RPS8,RPS28P4,RPS4Y1,RPS15,MARS1,RPL13A,RPL27A,RPL36A,RPS27,RPS24,RPS25,RPS23,RPS20,RPS21,SEPHS2,RPS28,RPS29,RPS4X,RPSA,RPS3A,RPL37,RPL10L,RPS13,RPS12,RPS11,SARS1,GNMT,RPS16,RPL23A,RPS14,RPS19,RPS18,AIMP2,AIMP1,RPL3L,LARS1,PAPSS1,PAPSS2,RPL29,RPL28,RPL24,RPL27,RPL26,RPL21,RPL23,FAU,RPS26P25,RPS26P20,SEPSECS,RPS27A,KARS1,RPL26L1,RPL38,RPL39,RPL36,QARS1,RPL34,RPL35,RPL32,RPL30,RPL31,SECISBP2,RPL23AP42,AHCY
Glycerophospholipid metabolism	Glycerophospholipid metabolism	EHMN	GK2,AGK,GPAT4,PNLIP,GPAM,LPCAT4,PLA2G7,PLA2G5,PLA2G3,NUP214,NUP210,LIPA,SLC38A4,LIPC,SLC38A1,LIPG,SLC38A2,COPG1,NUP93,CLCF1,LPL,GNPAT,NUP98,GK,PCYT1B,PLD1,PLD2,ARCN1,GK3P,ATP8B3,ATP8B2,ATP8B1,COPB1,COPB2,NUP205,NUP88,SLC7A9,ALDH3A2,ALDH3A1,NUP85,AKR1A1,ALDH2,PLA2G1B,DGAT1,PLA2G12B,PLA2G12A,DGAT2,MOGAT3,JMJD7-PLA2G4B,PLA2G15,PLA2G2F,PLA2G10,PISD,LIPF,SLC3A1,NUP153,SLC22A5,MTTP,NUP155,GLB1L,SLC18A3,AGPS,NUP133,GLA,PLA2G4C,ADHFE1,CHAT,NUP62,CHPT1,CEPT1,SLC6A14,PLPP1,PLPP3,NUP107,ATP8A1,LCT,PLA2G2A,PLA2G2E,ALDH9A1,ALDH7A1,ACHE,AKR1B1,NUP50,NUP210L,NUP54,CDS1,CDS2,NUP58,GLB1,SLC3A2,AGPAT5,AGPAT3,AGPAT2,AGPAT1,RANBP2,SLC38A5,SLC7A10,GPD2,LCAT,GPD1,SLC5A7,DGKZ,PNLIPRP2,DGKQ,NUP42,NUP43,NUP188,DGKK,DGKH,DGKI,COPG2,SLC16A13,SLC16A12,DGKB,DGKA,DGKG,DGKD,DGKE,PNLIPRP1,COPA,SLC22A2,COPE,ATP10A,NUP160,ALDH1B1,PLA2G4B,PLA2G4A,ALDOB,SLC16A9,PEMT,NUP62CL,NUP35,NUP37,SLC1A4,SLC1A5,PLA2G2D
MyD88 cascade initiated on plasma membrane	R-HSA-975871	Reactome	PPP2R1A,PPP2R1B,FBXW11,FUS,NFKBIB,DUSP6,RPS27A,TLR5,MAP3K7,MAP2K3,MAP2K1,RIPK2,MAPK10,IKBKG,MAP2K4,MAPKAPK3,MAPKAPK2,MAPK14,PELI2,MAP3K8,PELI1,PELI3,SKP1,MAP3K1,JUN,UBA52,MAPK9,MAPK3,MAPK1,NOD1,MAPK7,IKBKB,NOD2,IRAK2,NFKB1,MAPK8,IRAK1,CUL1,DUSP3,TLR10,PEDS1-UBE2V1,NFKBIA,TRAF6,FOS,MAP2K6,NFKB2,DUSP7,CHUK,CREB1,TNIP2,RPS6KA3,MAPK11,DUSP4,UBE2V1,RELA,BTRC,RPS6KA1,RPS6KA2,MYD88,RPS6KA5,UBE2N,TAB3,TAB2,TAB1,PPP2CB,MEF2A,MEF2C,PPP2CA,PEDS1,ELK1,IRAK4,UBB,UBC,PPP2R5D,MAP2K7,ATF1,ATF2
Toll Like Receptor 10 (TLR10) Cascade	R-HSA-168142	Reactome	PPP2R1A,PPP2R1B,FBXW11,FUS,NFKBIB,DUSP6,RPS27A,TLR5,MAP3K7,MAP2K3,MAP2K1,RIPK2,MAPK10,IKBKG,MAP2K4,MAPKAPK3,MAPKAPK2,MAPK14,PELI2,MAP3K8,PELI1,PELI3,SKP1,MAP3K1,JUN,UBA52,MAPK9,MAPK3,MAPK1,NOD1,MAPK7,IKBKB,NOD2,IRAK2,NFKB1,MAPK8,IRAK1,CUL1,DUSP3,TLR10,PEDS1-UBE2V1,NFKBIA,TRAF6,FOS,MAP2K6,NFKB2,DUSP7,CHUK,CREB1,TNIP2,RPS6KA3,MAPK11,DUSP4,UBE2V1,RELA,BTRC,RPS6KA1,RPS6KA2,MYD88,RPS6KA5,UBE2N,TAB3,TAB2,TAB1,PPP2CB,MEF2A,MEF2C,PPP2CA,PEDS1,ELK1,IRAK4,UBB,UBC,PPP2R5D,MAP2K7,ATF1,ATF2
TRAF6-mediated induction of TAK1 complex within TLR4 complex	R-HSA-937072	Reactome	TICAM1,TICAM2,TRAF6,TAB3,TAB2,TAB1,MAP3K7,CD14,TLR4,LY96
TRIF(TICAM1)-mediated TLR4 signaling 	R-HSA-937061	Reactome	IKBKB,IKBKG,IKBKE,MAP3K8,PEDS1-UBE2V1,MAP3K7,FADD,IRAK2,RELA,IRAK1,CUL1,CREB1,TNIP2,LY96,PPP2CA,PPP2CB,UBA52,ELK1,UBB,UBC,FBXW11,FUS,NFKBIB,NFKBIA,UBE2D2,UBE2D3,UBE2D1,MAPKAPK3,MAPKAPK2,TANK,JUN,TLR4,FOS,CHUK,IRF3,RPS6KA1,RPS6KA2,RPS6KA3,IRF7,RPS6KA5,UBE2N,MEF2C,MEF2A,PPP2R5D,NFKB2,MAPK14,MAPK10,MAPK11,TICAM1,TICAM2,TBK1,SKP1,MAPK3,MAPK1,MAPK7,DUSP4,DUSP7,DUSP6,DUSP3,RPS27A,NFKB1,UBE2V1,MAPK8,RIPK1,MAPK9,RIPK3,PEDS1,PPP2R1A,PPP2R1B,BIRC3,BIRC2,MAP2K3,MAP2K1,RIPK2,MAP2K7,MAP2K6,MAP2K4,CD14,NOD1,NOD2,TRAF3,TRAF6,TAB3,TAB2,TAB1,BTRC,CASP8,ATF1,ATF2
MyD88-independent TLR4 cascade 	R-HSA-166166	Reactome	IKBKB,IKBKG,IKBKE,MAP3K8,PEDS1-UBE2V1,MAP3K7,FADD,IRAK2,RELA,IRAK1,CUL1,CREB1,TNIP2,LY96,PPP2CA,PPP2CB,UBA52,ELK1,UBB,UBC,FBXW11,FUS,NFKBIB,NFKBIA,UBE2D2,UBE2D3,UBE2D1,MAPKAPK3,MAPKAPK2,TANK,JUN,TLR4,FOS,CHUK,SARM1,IRF3,RPS6KA1,RPS6KA2,RPS6KA3,IRF7,RPS6KA5,UBE2N,MEF2C,MEF2A,PPP2R5D,NFKB2,MAPK14,MAPK10,MAPK11,TICAM1,TICAM2,TBK1,SKP1,MAPK3,MAPK1,MAPK7,DUSP4,DUSP7,DUSP6,DUSP3,RPS27A,NFKB1,UBE2V1,MAPK8,RIPK1,MAPK9,RIPK3,PEDS1,PPP2R1A,PPP2R1B,BIRC3,BIRC2,MAP2K3,MAP2K1,RIPK2,MAP2K7,MAP2K6,MAP2K4,CD14,NOD1,NOD2,TRAF3,TRAF6,TAB3,TAB2,TAB1,BTRC,CASP8,ATF1,ATF2
Toll Like Receptor 4 (TLR4) Cascade	R-HSA-166016	Reactome	CD36,IKBKB,IKBKG,IKBKE,LBP,MAP3K8,PEDS1-UBE2V1,MAP3K7,FADD,IRAK2,RELA,IRAK1,FGA,IRAK4,CREB1,TNIP2,LY96,PPP2CA,PPP2CB,TLR2,UBA52,ELK1,TLR6,UBB,UBC,FBXW11,FUS,NFKBIB,NFKBIA,UBE2D2,UBE2D3,UBE2D1,ITGB2,MAPKAPK3,MAPKAPK2,TANK,TIRAP,JUN,TLR1,MYD88,TLR4,FOS,CHUK,SARM1,IRF3,RPS6KA1,RPS6KA2,RPS6KA3,IRF7,RPS6KA5,UBE2N,PELI2,MEF2C,MEF2A,ITGAM,PPP2R5D,BTK,MAP3K1,NFKB2,MAPK14,MAPK10,MAPK11,TICAM1,TICAM2,PELI1,TBK1,SKP1,MAPK3,MAPK1,S100A9,S100A8,DUSP4,MAPK8,DUSP6,S100A1,DUSP3,MAPK7,RPS27A,NFKB1,UBE2V1,DUSP7,RIPK1,FGG,MAPK9,RIPK3,CUL1,PEDS1,FGB,PPP2R1A,PPP2R1B,PELI3,HMGB1,BIRC3,BIRC2,MAP2K3,MAP2K1,RIPK2,MAP2K7,MAP2K6,MAP2K4,CD14,NOD1,NOD2,TRAF3,TRAF6,TAB3,TAB2,TAB1,BTRC,CASP8,ATF1,ATF2
